No.,NAME,ENTROPY,AMW,GD,nTA,nBM,SCBO,RBN,RBF,nDB,nTB,nCsp3,ZM1,ZM1V,HNar,Xt,BLI,PJI2,AECC,CENT,S3K,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,Psi_i_A,Psi_i_0d,BAC,MPC03,MPC06,MPC07,MPC08,MPC10,piPC02,piPC03,piPC04,PCR,X4,X2A,X3A,X4A,X5A,X3v,X5v,X0Av,X2Av,X3Av,X4Av,IDDE,IVDE,Ges,rGes,Vindex,Yindex,IC1,IC2,IC4,TIC1,TIC3,SIC1,SIC2,CIC4,CIC5,SpPosA_A,VE1sign_A,EE_L,AVS_X,ChiA_X,SpPosA_X,VE2sign_X,Chi_Dz(Z),J_Dz(Z),AVS_B(m),ChiA_B(m),SpPosA_B(m),SpMax_B(m),SpMAD_B(m),ChiA_B(s),SpMax_B(s),SpDiam_B(s),EE_B(s),SM2_B(s),ATS5m,ATS3e,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1s,MATS2s,MATS3s,MATS4s,MATS5s,GATS2m,GATS2s,GATS6s,GATS7s,GATS8s,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,JGI2,JGI3,JGI9,JGI10,SpMax6_Bh(m),SpMax7_Bh(m),SpMax8_Bh(m),SpMax8_Bh(e),SpMax2_Bh(s),SpMin3_Bh(e),SpMin5_Bh(e),SpMin6_Bh(e),SpMin7_Bh(p),SpMin2_Bh(s),SpMin3_Bh(s),SpMin4_Bh(s),SpMin5_Bh(s),SpMin6_Bh(s),P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_5,P_VSA_MR_5,P_VSA_MR_6,P_VSA_MR_7,P_VSA_m_2,P_VSA_s_3,P_VSA_s_4,P_VSA_s_5,P_VSA_ppp_con,P_VSA_ppp_ter,Eta_betaP,Eta_L_A,Eta_sh_y,Eta_sh_x,SpMaxA_EA,SpMax_EA(ed),SpMaxA_EA(ed),SpMaxA_EA(bo),SpMAD_EA(bo),SpMax_EA(dm),SpMax_AEA(dm),Chi0_EA(dm),Chi1_EA(dm),SM07_EA,SM03_EA(dm),SM04_EA(dm),SM04_AEA(bo),SM10_AEA(bo),SM11_AEA(bo),SM12_AEA(bo),SM13_AEA(bo),SM14_AEA(bo),SM15_AEA(bo),SM02_AEA(dm),SM03_AEA(dm),SM06_AEA(dm),SM07_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig05_EA(dm),Eig06_EA(dm),Eig07_EA(dm),Eig05_AEA(ed),Eig06_AEA(ed),Eig07_AEA(ed),Eig02_AEA(bo),Eig04_AEA(bo),Eig05_AEA(bo),Eig06_AEA(bo),Eig08_AEA(bo),Eig09_AEA(bo),Eig10_AEA(bo),nCt,nR=Cp,nR#CH/X,H-047,B02[C-C],B03[C-C],B04[C-C],PDI,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_cons,LLS_01
48,CC(C)CC=C,368,4.676666667,0.333333333,3,1,6,2,0.117647059,1,0,4,20,28,1.384615385,0.634373395,1.427667246,1,3.333333333,16,5.10518865,0.502777778,0.201659452,0.077922078,0,0.553240741,0.600833333,1.930555556,1.972222222,0.060809692,14,1.386294361,0,0,0,0,1.945910149,1.609437912,1.609437912,1.066254157,0.577350269,0.436504397,0.288675135,0.288675135,0,0.638071187,0,0.761485683,0.383644849,0.212690396,0.166666667,1.918295834,1.459147917,5,0.833333333,0.882136532,2.63600477,2.209690973,2.974937501,2.743275001,39.77443751,53.54887502,0.529911443,0.7134271,1.42665,2.24218889,0.512947256,0.366313324,4.586448565,0.92335187,0.996434233,0.293960436,0.06682679,0.562828844,2.814144222,2.908071187,0.319570642,1.270143637,3.090460824,1.207562354,0.251334602,4.264897429,4.678582799,4.79272774,3.675120085,0.640580697,3.565678713,4.002424931,3.831337792,6.144379252,7.297703121,4.975109945,1.260273663,0,-0.1,-0.27027027,0.153846154,-0.333333333,0.5,0,0,-0.28466388,-0.017482202,-0.156989224,0.227341286,-0.602255301,1.204166667,0.75528232,0,0,0,0.444444444,0.25,0,0,0,0,0,0.088888889,0.083333333,0,0,0.979563087,0.0831,0.0831,0.9408,4.160126173,0.933846257,0,0,0,0.649460696,0.469096288,0.123123189,0,0,17.65040852,18.30145174,9.476247473,0,20.18494026,15.76692,9.476247473,45.42810773,2.534531739,27.126656,0,0,33.41732852,1,0.367529559,0.166666667,0,0.442863949,5.117946581,1.023589316,0.455682722,1.438337687,0,2.327570741,2.42535625,0,5.416100402,0,0,5.043425117,1,-0.539188873,-1,-1.675130871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224287144,0,0,2.515721589,0,-0.596154676,0,0,0,0,1,1,0,3,1,1,1,0.81062687,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
49,C\\C=C/C(C)C,373,4.676666667,0.333333333,3,1,6,1,0.058823529,1,0,4,20,30,1.384615385,0.634373395,1.439230485,1,3.333333333,16,5.10518865,0.502777778,0.201659452,0.077922078,0,0.615740741,0.166666667,1.231481481,1.888888889,0.059009141,14,1.386294361,0,0,0,0,2.079441542,1.945910149,1.609437912,1.100339912,0.577350269,0.436504397,0.288675135,0.288675135,0,0.577350269,0,0.788675135,0.353960072,0.19245009,0.19245009,1.918295834,1.459147917,4,0.666666667,0.882136532,2.63600477,1.99107606,2.821888196,2.701336807,35.83936908,52.79398752,0.477484861,0.676723969,1.468588195,2.163575695,0.512947256,0.366313324,4.586448565,0.92335187,0.996434233,0.293960436,0.06682679,0.606470989,3.032354947,2.908071187,0.318516056,1.258607106,3.178064271,1.184392722,0.249478456,4.042350464,4.449340382,4.602939719,3.584565859,0.728927024,3.484093235,3.373035116,4.750248834,5.954679835,4.567850618,3.29216214,1.580227161,0,-0.05,-0.25,0.045454545,-0.357142857,0.5,0,0,-0.370642629,0.143365415,-0.298437847,0.115705548,-0.415584906,1.133333333,0.820271378,0,0,0,0.444444444,0.25,0,0,0,0,0,0.088888889,0.083333333,0,0,0.80550447,0.0831,0.0831,0.9408,4.00239582,0.933846257,0,0,0,0.770720124,0.469096288,0.194732988,0,0,26.47561279,0,18.95249495,0,26.47561279,0,18.95249495,45.42810773,0,45.42810773,0,0,26.47561279,1,0.365562612,0.166666667,0,0.442863949,5.117946581,1.023589316,0.5007009,1.507152437,0,2.511710477,3.282849176,1.470588235,5.416100402,0,0,5.141663557,1,-0.539188873,-1,-1.675130871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224287144,0,0,2.414213562,0,-0.414213562,0,0,0,0,1,0,0,2,1,1,1,0.81062687,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
50,C/C=C/C(C)C,370,4.676666667,0.333333333,3,1,6,1,0.058823529,1,0,4,20,30,1.384615385,0.634373395,1.439230485,1,3.333333333,16,5.10518865,0.502777778,0.201659452,0.077922078,0,0.615740741,0.166666667,1.231481481,1.888888889,0.059009141,14,1.386294361,0,0,0,0,2.079441542,1.945910149,1.609437912,1.100339912,0.577350269,0.436504397,0.288675135,0.288675135,0,0.577350269,0,0.788675135,0.353960072,0.19245009,0.19245009,1.918295834,1.459147917,4,0.666666667,0.882136532,2.63600477,1.99107606,2.821888196,2.701336807,35.83936908,52.79398752,0.477484861,0.676723969,1.468588195,2.163575695,0.512947256,0.366313324,4.586448565,0.92335187,0.996434233,0.293960436,0.06682679,0.606470989,3.032354947,2.908071187,0.318516056,1.258607106,3.178064271,1.184392722,0.249478456,4.042350464,4.449340382,4.602939719,3.584565859,0.728927024,3.484093235,3.373035116,4.750248834,5.954679835,4.567850618,3.29216214,1.580227161,0,-0.05,-0.25,0.045454545,-0.357142857,0.5,0,0,-0.370642629,0.143365415,-0.298437847,0.115705548,-0.415584906,1.133333333,0.820271378,0,0,0,0.444444444,0.25,0,0,0,0,0,0.088888889,0.083333333,0,0,0.80550447,0.0831,0.0831,0.9408,4.00239582,0.933846257,0,0,0,0.770720124,0.469096288,0.194732988,0,0,26.47561279,0,18.95249495,0,26.47561279,0,18.95249495,45.42810773,0,45.42810773,0,0,26.47561279,1,0.365562612,0.166666667,0,0.442863949,5.117946581,1.023589316,0.5007009,1.507152437,0,2.511710477,3.282849176,1.470588235,5.416100402,0,0,5.141663557,1,-0.539188873,-1,-1.675130871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224287144,0,0,2.414213562,0,-0.414213562,0,0,0,0,1,0,0,2,1,1,1,0.81062687,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
51,CCC=C(C)C,372,4.676666667,0.333333333,3,1,6,1,0.058823529,1,0,4,20,32,1.384615385,0.634373395,1.442418124,1,3.333333333,16,5.10518865,0.502777778,0.201659452,0.077922078,0,0.331018519,0.208333333,1.166666667,1.861111111,0.058024564,14,1.386294361,0,0,0,0,2.197224577,1.945910149,1.609437912,1.110947927,0.577350269,0.436504397,0.288675135,0.288675135,0,0.612372436,0,0.797409508,0.337944541,0.204124145,0.204124145,1.918295834,1.459147917,5,0.833333333,0.882136532,2.63600477,1.94471679,2.821888196,2.590225695,35.00490222,50.79398752,0.46636733,0.676723969,1.579699306,2.274686806,0.512947256,0.366313324,4.586448565,0.92335187,0.996434233,0.293960436,0.06682679,0.627485976,3.137429879,2.908071187,0.318398283,1.248709173,3.262641546,1.164572712,0.250118203,4.088428333,4.539686711,4.586838822,3.563540381,0.739111317,3.398924732,3.284448697,4.763965741,5.135091358,4.011962414,3.444466667,1.483043827,0,0,-0.322580645,0,-0.25,0.5,0,0,-0.347182384,0.207770991,-0.48241129,0.167703506,-0.342620269,1.0625,0.718091006,0,0,0,0.444444444,0.25,0,0,0,0,0,0.088888889,0.083333333,0,0,0.390428524,0.0831,0.0831,0.9408,3.936824868,0.933846257,0.083368443,0,0,0.838550706,0.469096288,0.233384665,0,0,26.47561279,2.534531739,9.476247473,3.185574951,29.01014452,3.185574951,9.476247473,41.67196695,5.72010669,35.95186026,0,0,26.47561279,1,0.363115693,0.166666667,0,0.442863949,5.117946581,1.023589316,0.579021303,1.558042606,0.68,2.661201884,4.338174418,3.168677262,5.416100402,0,0.35601399,5.272999559,1,-0.539188873,-1,-1.675130871,0,0,0,0,0,0,0,0,0,0,-0.68,0,0,0.224287144,0,0,2,0,-0.377202854,0,0,0,0,0,0,0,1,1,1,1,0.827272083,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
52,CCC(/C)=C\\C,379,4.676666667,0.333333333,3,1,6,1,0.058823529,1,0,4,20,32,1.384615385,0.634373395,1.456011345,1,3.166666667,20,2.74025974,0.511111111,0.280952381,0.047619048,0,0.309027778,0.162037037,1.016203704,1.861111111,0.058024564,14,1.609437912,0,0,0,0,2.197224577,2.079441542,1.098612289,1.100339912,0.288675135,0.384333659,0.348461713,0.288675135,0,1.050476816,0,0.797409508,0.297716239,0.262619204,0.204124145,1.918295834,1.459147917,5,0.833333333,0.954772093,3.135157771,1.94471679,2.932999307,3.03467014,35.00490222,58.79398752,0.46636733,0.703369798,1.135254862,1.830242362,0.574914957,0.125467544,4.609916671,0.936020137,0.994169106,0.352559179,0.005079478,0.643763011,3.218815056,2.908071187,0.320282877,1.227515846,3.26823001,1.299645652,0.250695641,4.083581351,4.569233533,4.586586406,3.563540381,0.528016532,3.39903789,3.451098697,4.242394753,4.953853567,5.281658642,3.452451132,0.741521914,0,0,-0.177419355,-0.409090909,0.227272727,0.5,0,0,-0.292237355,0.020948552,-0.021201637,-0.416536772,0.169283241,1.0625,0.894534421,0,0,0,0.666666667,0.125,0,0,0,0,0,0.133333333,0.03125,0,0,0.378903287,0.0831,0.0831,0.9408,3.898347858,1.079988914,0.171210795,0,0,0.764767044,0.574118786,0.148757271,0,0,26.47561279,2.534531739,9.476247473,3.185574951,29.01014452,3.185574951,9.476247473,41.67196695,5.72010669,35.95186026,0,0,26.47561279,1,0.36569249,0.166666667,0,0.460555128,5.653311931,1.130662386,0.588775828,1.44348519,0.68,2.753546104,4.338174418,4.639265498,5.733341277,0,0.35601399,5.293304825,0.618033989,0,-1.302775638,-1.618033989,0,0,0,0,0,0,0,0,0,0,-0.68,0,0,0.381966011,0,0,1.760876722,0,-0.46050487,0,0,0,0,0,0,0,1,1,1,1,0.827272083,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
53,CCC(/C)=C/C,382,4.676666667,0.333333333,3,1,6,1,0.058823529,1,0,4,20,32,1.384615385,0.634373395,1.456011345,1,3.166666667,20,2.74025974,0.511111111,0.280952381,0.047619048,0,0.309027778,0.162037037,1.016203704,1.861111111,0.058024564,14,1.609437912,0,0,0,0,2.197224577,2.079441542,1.098612289,1.100339912,0.288675135,0.384333659,0.348461713,0.288675135,0,1.050476816,0,0.797409508,0.297716239,0.262619204,0.204124145,1.918295834,1.459147917,5,0.833333333,0.954772093,3.135157771,1.94471679,2.932999307,3.03467014,35.00490222,58.79398752,0.46636733,0.703369798,1.135254862,1.830242362,0.574914957,0.125467544,4.609916671,0.936020137,0.994169106,0.352559179,0.005079478,0.643763011,3.218815056,2.908071187,0.320282877,1.227515846,3.26823001,1.299645652,0.250695641,4.083581351,4.569233533,4.586586406,3.563540381,0.528016532,3.39903789,3.451098697,4.242394753,4.953853567,5.281658642,3.452451132,0.741521914,0,0,-0.177419355,-0.409090909,0.227272727,0.5,0,0,-0.292237355,0.020948552,-0.021201637,-0.416536772,0.169283241,1.0625,0.894534421,0,0,0,0.666666667,0.125,0,0,0,0,0,0.133333333,0.03125,0,0,0.378903287,0.0831,0.0831,0.9408,3.898347858,1.079988914,0.171210795,0,0,0.764767044,0.574118786,0.148757271,0,0,26.47561279,2.534531739,9.476247473,3.185574951,29.01014452,3.185574951,9.476247473,41.67196695,5.72010669,35.95186026,0,0,26.47561279,1,0.36569249,0.166666667,0,0.460555128,5.653311931,1.130662386,0.588775828,1.44348519,0.68,2.753546104,4.338174418,4.639265498,5.733341277,0,0.35601399,5.293304825,0.618033989,0,-1.302775638,-1.618033989,0,0,0,0,0,0,0,0,0,0,-0.68,0,0,0.381966011,0,0,1.760876722,0,-0.46050487,0,0,0,0,0,0,0,1,1,1,1,0.827272083,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
54,CC(C)C(C)=C,373,4.676666667,0.333333333,4,1,6,1,0.058823529,1,0,4,22,32,1.285714286,0.674625536,1.378157438,0.5,2.666666667,16,2.74025974,0.577777778,0.266666667,0,0,0.675925926,0.75462963,2.166666667,2,0.06242403,20,1.609437912,0,0,0,0,2.197224577,1.945910149,0,1.066254157,0,0.414672312,0.333333333,0,0,0.98559856,0,0.797409508,0.333508868,0.24639964,0,0.918295834,0.918295834,5,0.833333333,1.087824797,3.970670464,2.102187171,2.821888196,2.358563195,37.83936908,50.79398752,0.504130691,0.676723969,1.811361806,2.858563195,0.5,0,4.826747848,0.88091147,0.997511059,0.277777778,0,0.651517232,3.257586161,2.941404521,0.302772251,1.261434411,3.311736501,1.190185836,0.237794454,4.363603565,4.903852966,4.823226817,3.698861547,0.192423939,3.494235997,3.889033334,4.222477778,8.666788889,9.111111111,3.333333333,0,0,0.1,-0.382352941,-0.285714286,0.5,0,0,0,-0.444697751,0.215995536,-0.105882988,-0.35999856,0.35999856,0.991666667,0.498677139,0,0,0,0.888888889,0,0,0,0,0,0,0.148148148,0,0,0,0.415146215,0.0831,0.0831,0.9408,4.02581305,0.933846257,0,0,0,0.683687436,0.469096288,0.10865097,0,0,26.47561279,15.76692,0,3.185574951,26.47561279,18.95249495,0,45.42810773,3.185574951,26.47561279,0,0,42.24253278,1,0.353051986,0.333333333,0,0.512310563,6.744562647,1.348912529,0.589482528,1.642674786,0.68,2.959914435,5.708205426,7.962078768,6.552507887,0,0.35601399,5.451038454,1,-1,-1,-1.561552813,0,0,0,0,0,0,0,0,0,0,-0.68,0,0,1,0,0,2.287335822,0,-0.516579817,0,0,0,0,1,1,0,2,1,1,0,0.81062687,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
55,CC(C)=C(C)C,365,4.676666667,0.333333333,4,1,6,0,0,1,0,4,22,36,1.285714286,0.674625536,1.35,0.5,2.666666667,16,2.74025974,0.577777778,0.266666667,0,0,0.240740741,0.12037037,0.962962963,1.888888889,0.059632665,20,1.609437912,0,0,0,0,2.397895273,2.197224577,0,1.110947927,0,0.414672312,0.333333333,0,0,1,0,0.833333333,0.333333333,0.25,0,0.918295834,0.918295834,2,0.333333333,1.087824797,3.970670464,1.224394445,1.224394445,0.872180556,22.03910002,22.03910002,0.293625052,0.293625052,3.297744445,3.779950001,0.5,0,4.826747848,0.88091147,0.997511059,0.277777778,0,0.735189753,3.675948765,2.941404521,0.30002455,1.235962502,3.418075392,1.139258337,0.235414877,4.189644983,4.846646672,4.63526975,3.590047519,0.226833662,3.317931708,3.6818738,4.40350782,5.79984472,6.58443786,3.16057284,0,0,0.2,-0.571428571,-0.357142857,0.5,0,0,0,-0.423145747,0.320885658,-0.357168763,-0.443489756,0.477616752,0.85,0.494806795,0,0,0,0.888888889,0,0,0,0,0,0,0.148148148,0,0,0,0.0831,0.0831,0.0831,0.9408,3.834250958,0.933846257,0,0,0,0.681689513,0.469096288,0.469096288,0,0,35.30081705,0,0,6.371149901,35.30081705,6.371149901,0,41.67196695,6.371149901,35.30081705,0,0,35.30081705,1,0.33147573,0.333333333,0,0.512310563,6.744562647,1.348912529,0.674456265,1.748912529,0.68,3.009239498,5.457051563,5.882352941,6.552507887,0,0.618022174,5.609471795,1,-1,-1,-1.561552813,0,0,0,0,0,0,0,0.68,0,-0.68,-0.68,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0.827272083,1,0.5,0.833333333,0.7,0.5,0.79047619,1
56,CC(C)(C)C=C,342,4.676666667,0.333333333,4,1,6,1,0.058823529,1,0,4,24,32,1.263157895,0.693468346,1.318154055,0.5,2.666666667,20,5.10518865,0.591666667,0.2,0,0,0.944444444,0.631944444,2.013888889,2.041666667,0.064232404,20,1.386294361,0,0,0,0,2.197224577,1.945910149,0,1.066254157,0,0.416316223,0.353553391,0,0,0.612372436,0,0.797409508,0.367164221,0.204124145,0,1.79248125,1.251629167,4,0.666666667,1.202525302,5.183765112,2.056641667,2.209690973,1.746365973,37.01955001,39.77443751,0.493208311,0.529911443,2.423559029,3.317711112,0.484885485,0.522150655,5.204891263,0.853553391,0.996831471,0.268728739,0.074535599,0.689198243,3.445991214,2.941404521,0.293179746,1.260201054,3.320581944,1.187735442,0.228755843,4.349053182,4.978195276,4.854762136,3.72347906,0.119834778,3.581059652,4.747106481,5.287808642,10.34510031,10.86516204,2.170138889,0,0,0.2,-0.675675676,0.058823529,0.5,0,0,0,-0.465284759,0.296523276,-0.268693561,-0.130853756,0.368296995,0.920833333,0.465822039,0,0,0,0.666666667,0,0,0,0,0,0,0.095238095,0,0,0,0.445503853,0.0831,0.0831,0.9408,4.124095062,0.933846257,0,0,0,0.469096288,0.469096288,0.331604787,0,0,26.47561279,15.76692,9.476247473,0,26.47561279,15.76692,9.476247473,51.71878026,0,35.95186026,0,0,42.24253278,1,0.339779189,0,0.166666667,0.61722604,9.823255686,1.964651137,0.635481936,1.542309003,0,3.296769135,4.850712501,4.411764706,7.881182202,0,0,5.752572639,0.428006732,-1,-1,-1.514136929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627718677,0,0,2.201639676,0,-0.33005874,0,0,0,0,0,1,0,3,1,1,0,0.784201337,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
57,CCC(=C)CC,377,4.676666667,0.333333333,3,1,6,2,0.117647059,1,0,4,20,30,1.384615385,0.634373395,1.48492424,1,3.166666667,20,2.74025974,0.511111111,0.280952381,0.047619048,0,0.364583333,0.791666667,2.106481481,1.944444444,0.059822522,14,1.609437912,0,0,0,0,2.079441542,1.945910149,0.693147181,1.066254157,0.288675135,0.384333659,0.348461713,0.288675135,0,1,0,0.770220057,0.291421356,0.25,0.25,1.918295834,1.459147917,4,0.666666667,0.954772093,3.135157771,1.99107606,2.530493057,2.298830557,35.83936908,45.54887502,0.477484861,0.606843782,1.871094445,2.454970834,0.574914957,0.125467544,4.609916671,0.936020137,0.994169106,0.352559179,0.005079478,0.597632176,2.988160882,2.908071187,0.322705048,1.220332663,3.225138278,1.357143677,0.253503053,4.305191287,4.720982182,4.767401256,3.655932472,0.515423501,3.484197155,3.56556845,3.909917353,7.005560563,6.917383265,3.672871605,0.891985802,0,-0.05,-0.117647059,-0.363636364,0.2,0.5,0,0,-0.330624053,0.018059798,0.051216943,-0.380490615,0.126078757,1.133333333,0.707664487,0,0,0,0.666666667,0.125,0,0,0,0,0,0.133333333,0.03125,0,0,0.445923838,0.0831,0.0831,0.9408,3.892015517,1.029987236,0.308373523,0,0,0.869064227,0.339581895,0.058074738,0,0,17.65040852,20.83598347,0,3.185574951,22.719472,18.95249495,0,41.67196695,8.254638429,17.65040852,0,0,33.41732852,1,0.384144664,0.166666667,0,0.460555128,5.653311931,1.130662386,0.558257569,1.363728734,0.68,2.764993506,5.708205426,6.491490533,5.733341277,0,0.35601399,5.209486153,0.618033989,0,-1.302775638,-1.618033989,0,0,0,0,0,0,0,0,0,0,-0.68,0,0,0.381966011,0,0,1.618033989,0,-0.618033989,0,0,0,0,0,1,0,2,1,1,1,0.827272083,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
58,CCCCC#C,369,5.135,0.333333333,2,1,7,2,0.133333333,0,1,4,18,38,1.5,0.600561204,1.409601184,0.666666667,4,16,4.949304503,0.444444444,0.214285714,0.088888889,0.033333333,0.559027778,0.964583333,2.338888889,2.166666667,0.066044277,12,1.386294361,0,0,0,0,1.945910149,1.791759469,1.609437912,1.121219121,0.5,0.426776695,0.319035594,0.25,0.25,0.674667653,0.102062073,0.699778435,0.326919384,0.224889218,0.139419384,1.584962501,0.918295834,6,1,0.736983135,1.957972216,2.091917187,3.077819531,3.327819531,33.47067499,53.2451125,0.522979297,0.769454883,0.672180469,1.172180469,0.582326535,0,4.321012924,0.971404521,0.997028769,0.353005665,0,0.508771529,2.543857644,2.980683603,0.329970015,1.29134036,3.185575134,1.446021442,0.255301355,5.322266003,5.528903333,5.530196897,3.894527657,0.940469058,3.387876429,4.85546875,3.6015625,6.82421875,6.828125,6.63671875,3.9921875,0.57421875,-0.220512821,-0.019354839,0.022222222,0.031111111,-0.466666667,0.6,0,0.086792453,-0.047895501,-0.048894299,-0.048218029,-0.074213836,1.230769231,0.551523948,3.522012579,0,0,0.222222222,0.125,0.08,0,0,0,0,0.055555556,0.041666667,0,0,0.340673331,0.0831,0.0831,0.9408,4.120695944,0.879112658,0.015556416,0,0,0.735305615,0.218994654,0,0,0,8.825204262,7.603595218,0,0,16.42879948,23.3212463,17.03057378,56.78061955,7.603595218,8.825204262,17.03057378,0,32.14645056,2,0.36305935,0,0,0.346410162,3.16227766,0.632455532,0.420200598,1.344113247,0,2.41579361,1.643989873,0,0,0,0,5.267858159,1,0,-1,-1.732050808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495923554,0.242634189,-0.66239633,0,0,0,0,0,0,1,0,1,1,1,0.826320659,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
59,CC(C)(C)C#C,336,5.135,0.333333333,4,1,7,0,0,0,1,4,24,44,1.263157895,0.693468346,1.223205081,0.5,2.666666667,20,4.949304503,0.591666667,0.2,0,0,1.180555556,1.055555556,2.361111111,2.291666667,0.072111258,20,1.386294361,0,0,0,0,2.302585093,2.302585093,0,1.121219121,0,0.416316223,0.353553391,0,0,0.433012702,0,0.762891712,0.342048224,0.144337567,0,1.79248125,1.251629167,4,0.666666667,1.202525302,5.183765112,1.919736718,1.919736718,1.419736718,30.71578748,30.71578748,0.479934179,0.479934179,2.580263282,3.283082813,0.484885485,0.522150655,5.204891263,0.853553391,0.996831471,0.268728739,0.074535599,0.710546871,3.552734355,3.047350269,0.284660495,1.311222249,3.438098364,1.289777831,0.217139809,5.340104835,5.920640838,5.58267398,3.966233507,0.061711363,3.41346845,6.621826172,6.583496094,12.92797852,18.05053711,2.111572266,0,0,0.271794872,-0.741935484,0.107692308,0.6,0,0,0,-0.152743865,0.257633968,-0.240413877,-0.209083924,0.355530892,0.769230769,0.303935798,0,0,0,0.666666667,0,0,0,0,0,0,0.095238095,0,0,0,0.0831,0.0831,0.0831,0.9408,4.188048252,0.933846257,0,0,0,0.469096288,0.469096288,0,0,0,26.47561279,0,0,0,26.47561279,23.3212463,17.03057378,66.82743286,0,26.47561279,17.03057378,0,49.79685908,2,0.314449722,0,0.166666667,0.61722604,9.823255686,1.964651137,0.654614573,1.653054997,0,3.614645401,3.287979746,2.027027027,7.881182202,0,0,6.001414878,0.428006732,-1,-1,-1.514136929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627718677,0,0,3,0,-0.236067977,0,0,0,0,0,0,1,0,1,1,0,0.781333344,1,0.5,0.833333333,0.7,0.5,0.79047619,1
60,C=CCCC=C,373,5.135,0.333333333,2,2,7,3,0.2,2,0,2,18,34,1.5,0.600561204,1.279795897,0.666666667,4,16,4.883660842,0.444444444,0.214285714,0.088888889,0.033333333,0.440972222,0.550416667,2.201666667,2.166666667,0.068854988,12,1.386294361,0,0,0,0,1.945910149,1.791759469,1.609437912,1.131174228,0.5,0.426776695,0.319035594,0.25,0.25,0.574914957,0.083333333,0.663854611,0.288675135,0.191638319,0.11785113,1.584962501,0.918295834,3,0.5,0.736983135,1.957972216,2.155639062,2.5,2.5,34.490225,40,0.538909766,0.625,1.5,1.875,0.582326535,0,4.321012924,0.971404521,0.997028769,0.353005665,0,0.531180984,2.655904918,3.012809042,0.324083447,1.294566753,3.061687507,1.473100779,0.246189501,4.310403709,4.49305237,5.091106534,3.843131361,0.943226793,3.326080327,5.16796875,4.53125,6.69140625,7.390625,6.515625,3.5,0.765625,-0.288888889,-0.062068966,0.022222222,0.066666667,-0.2,0.6,0,-0.215686275,-0.221288515,-0.079687047,0.06442577,0.243697479,1.333333333,0.945378151,2.016806723,0,0,0.222222222,0.125,0.08,0,0,0,0,0.055555556,0.041666667,0,0,0.98943316,0.0831,0.0831,0.9408,4.645716216,0.887794063,0,0,0,0.522478457,0.165043353,0,0,0,0,36.60290347,18.95249495,0,5.069063478,31.53383999,18.95249495,55.55539842,5.069063478,18.95249495,0,0,31.53383999,2,0.297409508,0,0,0.346410162,3.16227766,0.632455532,0.4,1.365685425,0,2.105106229,3.282849176,0,0,0,0,4.912654886,1,0,-1,-1.732050808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.618033989,0.381966011,-0.618033989,0,0,0,0,0,2,0,6,1,1,1,0.832163831,1,0.666666667,0.833333333,0.7,0.5,0.814285714,1
